date,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested
2022-06-16,104545,335,0,0,85969842,1009587,0,4107614
2022-06-17,116882,304,0,0,86086724,1009891,0,4107614
2022-06-18,14976,25,0,0,86101700,1009916,0,4107614
2022-06-19,14767,22,0,0,86116467,1009938,0,4107614
2022-06-20,54255,89,0,0,86170722,1010027,0,4107614
2022-06-21,210300,573,0,0,86381022,1010600,0,4107614
2022-06-22,168345,774,0,0,86549367,1011374,0,4107614
2022-06-23,116881,499,0,0,86666248,1011873,0,4107614
2022-06-24,156084,494,0,0,86822332,1012367,0,4107614
2022-06-25,47904,163,0,0,86870236,1012530,0,4107614
2022-06-26,18418,6,0,0,86888654,1012536,0,4107614
2022-06-27,132611,280,0,0,87021265,1012816,0,4107614
2022-06-28,122729,541,0,0,87143994,1013357,0,4107614
2022-06-29,193305,693,0,0,87337299,1014050,0,4107614
2022-06-30,124090,453,0,0,87461389,1014503,0,4107614
2022-07-01,152662,523,0,0,87614051,1015026,0,4107614
2022-07-02,12517,21,0,0,87626568,1015047,0,4107614
2022-07-03,7124,3,0,0,87633692,1015050,0,4107614
2022-07-04,35844,64,0,0,87669536,1015114,0,4107614
2022-07-05,181106,426,0,0,87850642,1015540,0,4107614
2022-07-06,237750,717,0,0,88088392,1016257,0,4107614
2022-07-07,125113,477,0,0,88213505,1016734,0,4107614
2022-07-08,168473,562,0,0,88381978,1017296,0,4107614
2022-07-09,23770,36,0,0,88405748,1017332,0,4107614
2022-07-10,22772,8,0,0,88428520,1017340,0,4107614
2022-07-11,175681,551,0,0,88604201,1017891,0,4107614
2022-07-12,184744,523,0,0,88788945,1018414,0,4107614
2022-07-13,188464,857,0,0,88977409,1019271,0,4107614
2022-07-14,144624,458,0,0,89122033,1019729,0,4107614
2022-07-15,170281,533,0,0,89292314,1020262,0,4107614
2022-07-16,21260,42,0,0,89313574,1020304,0,4107614
2022-07-17,22128,11,0,0,89335702,1020315,0,4107614
2022-07-18,170746,520,0,0,89506448,1020835,0,4107614
2022-07-19,161308,547,0,0,89667756,1021382,0,4107614
2022-07-20,202103,792,0,0,89869859,1022174,0,4107614
2022-07-21,153891,552,0,0,90023750,1022726,0,4107614
2022-07-22,166125,580,0,0,90189875,1023306,0,4107614
2022-07-23,24435,56,0,0,90214310,1023362,0,4107614
2022-07-24,21769,14,0,0,90236079,1023376,0,4107614
2022-07-25,167928,512,0,0,90404007,1023888,0,4107614
2022-07-26,164814,519,0,0,90568821,1024407,0,4107614
2022-07-27,224568,824,0,0,90793389,1025231,0,4107614
2022-07-28,149447,484,0,0,90942836,1025715,0,4107614
2022-07-29,139706,618,0,0,91082542,1026333,0,4107614
2022-07-30,12125,22,0,0,91094667,1026355,0,4107614
2022-07-31,10968,9,0,0,91105635,1026364,0,4107614
2022-08-01,176993,606,0,0,91282628,1026970,0,4107614
2022-08-02,108567,445,0,0,91391195,1027415,0,4107614
2022-08-03,214560,1057,0,0,91605755,1028472,0,4107614
2022-08-04,164965,673,0,0,91770720,1029145,0,4107614
2022-08-05,132224,658,0,0,91902944,1029803,0,4107614
2022-08-06,10943,28,0,0,91913887,1029831,0,4107614
2022-08-07,10160,11,0,0,91924047,1029842,0,4107614
2022-08-08,145743,563,0,0,92069790,1030405,0,4107614
2022-08-09,129004,562,0,0,92198794,1030967,0,4107614
2022-08-10,172821,852,0,0,92371615,1031819,0,4107614
2022-08-11,137291,701,0,0,92508906,1032520,0,4107614
2022-08-12,121963,671,0,0,92630869,1033191,0,4107614
2022-08-13,6970,18,0,0,92637839,1033209,0,4107614
2022-08-14,10773,12,0,0,92648612,1033221,0,4107614
2022-08-15,129572,555,0,0,92778184,1033776,0,4107614
2022-08-16,120959,472,0,0,92899143,1034248,0,4107614
2022-08-17,158251,960,0,0,93057394,1035208,0,4107614
2022-08-18,126768,608,0,0,93184162,1035816,0,4107614
2022-08-19,108824,531,0,0,93292986,1036347,0,4107614
2022-08-20,8019,27,0,0,93301005,1036374,0,4107614
2022-08-21,8620,8,0,0,93309625,1036382,0,4107614
2022-08-22,120825,593,0,0,93430450,1036975,0,4107614
2022-08-23,105499,505,0,0,93535949,1037480,0,4107614
2022-08-24,172098,919,0,0,93708047,1038399,0,4107614
2022-08-25,111393,644,0,0,93819440,1039043,0,4107614
2022-08-26,102644,637,0,0,93922084,1039680,0,4107614
2022-08-27,8930,30,0,0,93931014,1039710,0,4107614
2022-08-28,8621,3,0,0,93939635,1039713,0,4107614
2022-08-29,112418,591,0,0,94052053,1040304,0,4107614
2022-08-30,117319,467,0,0,94169372,1040771,0,4107614
2022-08-31,152946,1403,0,0,94322318,1042174,0,4107614
2022-09-01,108825,713,0,0,94431143,1042887,0,4107614
2022-09-02,88502,502,0,0,94519645,1043389,0,4107614
2022-09-03,7526,19,0,0,94527171,1043408,0,4107614
2022-09-04,5892,1,0,0,94533063,1043409,0,4107614
2022-09-05,18537,53,0,0,94551600,1043462,0,4107614
2022-09-06,125989,628,0,0,94677589,1044090,0,4107614
2022-09-07,144151,829,0,0,94840522,1044912,0,0
2022-09-08,88425,674,0,0,94928947,1045586,0,0
2022-09-09,73885,533,0,0,95002832,1046119,0,0
2022-09-10,3227,26,0,0,95006059,1046145,0,0
2022-09-11,11464,19,0,0,95017523,1046164,0,0
2022-09-12,87513,569,0,0,95105036,1046733,0,0
2022-09-13,61642,522,0,0,95166678,1047255,0,0
2022-09-14,115724,985,0,0,95282402,1048240,0,0
2022-09-15,94168,756,0,0,95376570,1048996,0,0
2022-12-30,-31136,0,0,0,103487,0,34985,0
